ページUrl,ASIN,Id,投稿日,星,名前,レビュー_タイトル,レビュー,役に立った
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B09CL1FNQQ/ref=cm_cr_getr_d_paging_btm_next_2?&pageNumber=2&sortBy=recent,B09CL1FNQQ,R1MFH0PX28WCY0,2023年4月1日,5つ星のうち4.0,DSLover,最後らへんが鬼畜,初めは楽しいが最後らへんがむずすぎ;,3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B09CL1FNQQ/ref=cm_cr_getr_d_paging_btm_next_2?&pageNumber=2&sortBy=recent,B09CL1FNQQ,RLEJUJLFZB6YG,2023年3月31日,5つ星のうち3.0,Arnold Sanchez,Not what we deserve,"The game could have been much better, but Nintendo and Game Freak don't seem to care about the fans, and don't want to spend more time and effort on creating a truly, new and immense Pokemon game...Also the game have some issues of performance sometimes, which ruins a bit the experience in my opinion.;",
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B09CL1FNQQ/ref=cm_cr_getr_d_paging_btm_next_2?&pageNumber=2&sortBy=recent,B09CL1FNQQ,R2QDBZRES96CVY,2023年3月31日,5つ星のうち5.0,下川です。,娘のプレゼント,特になし;,
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,RPMPC0FFYFDGL,2023年5月20日,5つ星のうち2.0,７７４,ゲームの内容は面白い。しかし・・・,"ゲームはとても良い。操作性もシンプルでシナリオの内容も出来が良い。
ハリーポッターシリーズのファンならクスッと来る小ネタも多い。
問題は古いテレビの場合はこのゲームの動作環境についていけないかもという所
私がゲームで使っているテレビは４年前に購入したSONYのブラビアですがこのゲームを起動するたびにテレビが再起動するという現象が起こり尚且つゲームの途中でも同じことが何度か起こりました。
ネットで調べても同じ症状が確認出来ませんでしたので(他のゲームでは似た様な症状はあった)私だけかもしれませんがもし購入されるのであればご注意ください。;",
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,R2S3UVYC1SCEE2,2023年5月19日,5つ星のうち5.0,よし子,最高,ロードがそこそこ長いですが、それが気にならない位面白いです！記憶を消してもう一度最初からプレイしたいゲームです;,1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,RTB70JD9GGDVN,2023年5月18日,5つ星のうち1.0,やむ,きつかった,映像とか素晴らしいけど開始一時間くらいで色々操作めんどくさくてやめました。;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,R2MN3J793X6MTM,2023年5月18日,5つ星のうち3.0,Neko,シリーズファン以外は買ってはいけない。,"ハリポタは全く知りませんが評判が良かったのでプレイしましたが、期待外れでした。

ゲームを開始してホグワーツ城の探索を始めたころは、ファンタジーの世界観に期待が膨らみましたが、プレイした感じとしてはゲームとしては凡作･･･良作かは人によるかと。

ハリポタシリーズのファンであれば神ゲーと感じるのかもしれません。

以下、とりあえずクリアしての個人的な評価です。

良かった点
・魔法世界を探索出来る事。
シリーズファンであれば、これだけで楽しいでしょう。

・ちゃんとアクションゲームとして遊べる。
遊べます。

気になった点
・ストーリーがつまらない。
面白かったと評価されている方が多い印象ですが、個人的には何も印象に残らない。
日本語訳が微妙なのも分かりづらくしているかもしれません。字幕も酷い。ボリューム感も無い。
登場人物の行動が謎。
頭がわ〇いと言い換えても良いかもしれません、正直突っ込みどころ満載だと思います。

・謎解きが面倒。
難しいではありません、面倒です。
簡単な謎解きが山ほどあります。

・戦闘が単調になりがち。
戦闘で使える魔法16個(防御・カウンター除く)を４ボタンに振り分け、さらにそれを最大４セットまで用意して戦闘中に使い分けます。
使い分け出来ますが、結局やることは防御魔法からカウンター魔法を撃って攻撃する、回避して魔法を撃って攻撃するの２パターンでしかないので飽きが早かったです。
敵キャラのバリエーションも少なく、戦闘のマンネリ感を加速させています。
人間、小鬼、トロル、ゴーレム、蜘蛛、野犬、カエル、ゾンビ。
オープンワールドタイプのゲームとしては少ない。

・バグ
遭遇したものとしては、同行するNPCがスタックして進行不能、謎解きに必要なアイテムが地面や床に埋まり進行不能、突然上空にワープしてゲームオーバー、オブジェクトに引っ掛かりスタックする。
ロードで解決はしましたが、巻き戻されるのはストレスです。

・キャラクタークリエイト
キャラクリに幅がありません。
パーツ選択式なのは手軽で良いですが、バリエーションが少なく好みのキャラを作るのは難しいです。
あとわかりやすい美形は作れません。リアルと言えばリアルなんでしょうか？
主人公がボイス付きで喋るせいでもあるんでしょうが、ボイスパターンが男女１つずつにピッチ変更しか出来ないのも不満です。

・その他
全体的に面倒臭い。
強くてニューゲームが出来ないのもマイナス。
初期の装備所持数が少ない(20個)。増やせるけど謎解き必須。
簡単でも数をこなさなければならないのは手間でしかない。

ざっくりと以上です。
書き出して良かった点があまり思いつきませんでした、残念。
最初は楽しかったんですよ、最初は。

総評としては、シリーズファンなら多少の不備はあっても存分に楽しめるが、シリーズは知らないけれど評価が良いから買ってみようはやめておきましょう。
この一言かと。

シリーズファンからのお怒りを買うかもしれませんが、シリーズを知らない人間からしたらこんなもんです。

重ねて書きましょう。
ファン以外には神ゲーではありません。;",4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,R19XU27DMAFNEU,2023年5月18日,5つ星のうち4.0,玄関履き殴られ,まあまあ,原作好きなら買ってもいい、好きじゃないなら買わなくていい、アバタケダブラ強いから倫理観は無視して覚えましょう;,4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,RCBBOBTM48DTQ,2023年5月17日,5つ星のうち4.0,akio,良かった,ほぼ満足;,2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,R3VNQ0ONLYYPOO,2023年5月17日,5つ星のうち4.0,OUTSIDER109,闇の魔術の魅力にどっぷりハマれるハリポタゲームの集大成,"プレイ時間：サイドクエスト一通り拾って約50時間でクリア
ハリポタ知識：映画はすべて鑑賞
残念なポイント：いうほど学園生活を満喫できない
良い点：闇の魔法の魅力にどっぷりハマれる

正直、ストーリーを進めるのが中心でホグワーツの学園生活をあまり堪能できなかったのは残念。せっかく魔法学校に入学したのに、自由に友達を増やしたり恋愛したりなんていう学園生活はほぼ皆無。ひたすらストーリーを追いかけ、ザコ敵を倒していくだけのゲームになってしまっている。

肝心のゲームバランスは、大きなお友達から小さなお友達まで安心して遊べるのが前提なので骨太のやり込み要素を期待していると裏切られる。その分、一切のストレスなくサクサク楽しめる設計はさすが。ダークソウルを百味ビーンズとバタービールで思いっきり薄めたような安心のゲーム設計。

最大の魅力なのは、多くのプレイヤーを魅了している闇堕ちプレイ。純真無垢な親友をたくみに操り、少しづく闇の魔法を身につけいく主人公はまさに悪の化身。ハリポタシリーズを知っていれば知っているほど、このパルパティーン・ムーブに興奮を覚えること間違いなし。
結論から言えば、「闇の魔術の魅力は恐ろしい」。

そんなゲーム。;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,R2NSDB1FE48ISB,2023年5月17日,5つ星のうち4.0,廣瀬亮,顔が！,"内容は、面白いが、自分のキャラが、いくら、時間をかけても、納得いくものにならなかった。自分が、日本人だからか？
海外は、これで、納得してるのかなぁ？;",4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,R1KS2HT916UF6X,2023年5月16日,5つ星のうち5.0,Kyle,良作のオープンワールドゲーム,"没入感高いハリーポッターの世界観で冒険ができる。
良い点、悪い点を個人的見解でまとめた。総括としては、悪い点を払拭するほど良い点での楽しさが上回った。映画ハリーポッターが好きな人、魔法世界の世界観が好きな人は購入して損はないと感じた。
ボリュームは約５０時間で、メイン、サイド全てのクエストをクリアできた。（トロフィー取得率５０％）

良い点：
・ホグワーツの建物の作り込みが凄い。映画で出てくるホグワーツの大概の部屋がゲーム内で再現されている。謎解きも随所に出てきて探索のしがいがある。
・ホグワーツの周囲にも広大な世界が広がり冒険ができる。
・多彩なクエストがある。映画の世界観での学校の課題や、友人とのクエスト、各地のクエストなど。ある程度推奨レベルがある物があるが自由に進められる。
・映像もかなり美しく、ゲームに没入させてくれる。音楽も映画音楽という感じで雰囲気を盛り立ててくれる。

悪い点：
・戦闘は理不尽な攻撃は少ないが、慣れてくると攻略法が単調になりがち。
・敵の種類が少ない。亜種がいても基本攻撃方法は同じなので使い回し感がある。
・一部の謎解きも、宝箱探し、マーリンの試練などが同じような謎解きで単調になりがち。（逆に宝の地図とかは探索感があって、素晴らしかった）
・マップ画面が使いづらい。項目ごとにフィルター表示（マーリンの試練のみフィルターして表示など）ができなかったり、わざわざR2で拡大しないと表示できない項目がある。
・よく使う持ち物確認（インベントリー、装備など）画面の表示まで複数ステップを踏む必要があり手間。ショートカットが欲しい。;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_4?&pageNumber=4&sortBy=recent,B0C5M5WR65,R29K2DWFPEWMXQ,2023年5月16日,5つ星のうち4.0,シオン,戦闘＆探索特化型ゲーム,"PV観て「楽しそう！」と期待して購入。期待通り楽しめました。戦闘で仲間はおらず一人で無双するんですが、簡単すぎず難し過ぎずとてもバランスが良かったです。
探索は校内も屋外も探索のし甲斐があります。

ただ「結局この驚異的な戦闘力を持った蛮族主人公はなんだったの？」となり、ストーリーはいまいち。しかしそんなのは些末な事。気にならない程楽しめました。;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B09CL1FNQQ/ref=cm_cr_getr_d_paging_btm_next_3?&pageNumber=3&sortBy=recent,B09CL1FNQQ,RILJSFQO6LG92,2023年3月30日,5つ星のうち5.0,K.Masaki,おおはしゃぎ,ポケモンだいすきっこが、まだ字も読めないのにはしゃいでます。いろんな意味で長く遊べそうです笑;,1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B09CL1FNQQ/ref=cm_cr_getr_d_paging_btm_next_3?&pageNumber=3&sortBy=recent,B09CL1FNQQ,R1YULF22AJZMFZ,2023年3月26日,5つ星のうち1.0,あーる,ＰＳ２か３レベル,"初のポケモンだったが自分には合わないみたいだ
グラが酷い　なんとかならないのか・・・;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B09CL1FNQQ/ref=cm_cr_getr_d_paging_btm_next_3?&pageNumber=3&sortBy=recent,B09CL1FNQQ,R2QCGWUFPBO01W,2023年3月21日,5つ星のうち5.0,りらっくま,これは言わなければ、言わせてください,"是非！レジェンズシリーズの継続をお願いします！
今更ないかと思いますが、DLC配信決まったら秒で買います。

ポケモンはSVが初プレイで、次にアルセウスをやりました。
なんだろう、なぜかアルセウスの方がオープンワールドっぽい感じでした。冒険している感があるんです。
人々がその地で生きている感、多彩なライドポケモン（SVみたいになんでもできるライドポケモンはいませんが、少々不便なところがまたいい）、オヤブンのドキドキ感、強めのポケモンたち。すぐ投げてゲットできるのも新鮮。
本当に面白かったんです。
もうすぐクリアしてしまうのですが、もったいなくてのんびりしてしまいます。
少し大人なシナリオも最高でした。
続編、出ないかなぁ。。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B09CL1FNQQ/ref=cm_cr_getr_d_paging_btm_next_3?&pageNumber=3&sortBy=recent,B09CL1FNQQ,R3JP4C3LE94T5C,2023年3月21日,5つ星のうち4.0,父,10才の息子が大喜びです。,6才の息子に頼まれて買ったものの、10才が遊んでます。;,
